1546297136,bwfg,1
1546297136,ee,1
1546297136,mr,1
1546275394,uber,-1
1546254400,pe,1
1546213425,org,1
1546123847,rh,-1
1546123847,wb,-1
1546112129,ll,1
1546112129,pm,1
1546066794,igm,-1
1546032261,aapl,1
1546032261,adbe,1
1546032261,amgn,1
1546032261,amzn,1
1546032261,bnd,1
1546032261,jpm,1
1546032261,msft,1
1546032261,ndaq,1
1546032261,pg,1
1546032261,sbux,1
1546032261,splv,1
1546032261,tvix,1
1546032261,voo,1
1546032261,wmt,1
1546032261,xlf,1
1546020957,pdt,1
1546014175,rh,1
1545956792,gdp,1
1545935672,nvda,-1
1545935672,trxc,-1
1545935672,vktx,-1
1545925260,roku,1
1545925260,znga,1
1545924979,bab,-1
1545924979,fb,-1
1545924979,fb,-1
1545924979,jro,-1
1545876202,tvix,1
1545847385,msg,1
1545847377,uber,-1
1545838695,acc,1
1545824986,ashx,1
1545821669,tsla,1
1545803857,mcx,1
1545796529,amp,1
1545796529,gsa,1
1545796529,org,1
1545779120,psq,1
1545779120,rwm,1
1545777670,ll,1
1545776101,gdp,1
1545775564,ll,-1
1545724377,pe,-1
1545718726,mg,1
1545707083,rh,1
1545684180,usd,1
1545675462,amp,1
1545670415,ag,1
1545670415,apha,1
1545670415,crsp,1
1545670415,dbv,1
1545670415,dbvt,1
1545670415,prth,1
1545670415,sppi,1
1545670415,sva,1
1545651299,fb,1
1545651299,fb,1
1545587021,fb,1
1545587021,fb,1
1545568833,sp,-1
1545567132,pe,1
1545535107,slyg,1
1545535107,vbk,1
1545535107,voo,1
1545519236,cey,1
1545519236,iex,1
1545501440,aapl,-1
1545501440,abt,-1
1545501440,aks,-1
1545501440,amat,-1
1545501440,amd,-1
1545501440,amzn,-1
1545501440,ashx,-1
1545501440,axp,-1
1545501440,bb,-1
1545501440,bbby,-1
1545501440,bmy,-1
1545501440,bmy,-1
1545501440,clf,-1
1545501440,cmc,-1
1545501440,csx,-1
1545501440,et,-1
1545501440,fb,-1
1545501440,fb,-1
1545501440,fc,-1
1545501440,gdp,-1
1545501440,grp,-1
1545501440,gs,-1
1545501440,hal,-1
1545501440,ipo,-1
1545501440,jnj,-1
1545501440,jpm,-1
1545501440,kbh,-1
1545501440,len,-1
1545501440,lnn,-1
1545501440,lpl,-1
1545501440,lrcx,-1
1545501440,lw,-1
1545501440,msft,-1
1545501440,msm,-1
1545501440,mtd,-1
1545501440,nflx,-1
1545501440,nvda,-1
1545501440,phm,-1
1545501440,pk,-1
1545501440,pm,-1
1545501440,rpm,-1
1545501440,sf,-1
1545501440,sgh,-1
1545501440,slb,-1
1545501440,smpl,-1
1545501440,snx,-1
1545501440,ssl,-1
1545501440,stz,-1
1545501440,tsla,-1
1545501440,ty,-1
1545501440,ty,-1
1545501440,unf,-1
1545501440,unh,-1
1545501440,vlo,-1
1545501440,wdc,-1
1545501440,wfc,-1
1545498485,asm,1
1545498485,nc,1
1545495265,gdp,1
1545443525,ll,-1
1545424628,dtea,1
1545420795,vktx,1
1545420412,sqqq,1
1545420412,tqqq,1
1545410584,ag,1
1545410584,agm,1
1545410584,agmh,1
1545410584,atsg,1
1545410584,bp,1
1545410584,bpt,1
1545410584,crsp,1
1545410584,dbv,1
1545410584,dbvt,1
1545410584,nke,1
1545410584,ntla,1
1545410584,prgo,1
1545410584,sppi,1
1545410584,stg,1
1545410584,tlrd,1
1545398810,cbd,1
1545398734,aapl,1
1545398734,ashx,1
1545398734,atsg,1
1545398734,bb,1
1545398734,bch,1
1545398734,cs,1
1545398734,cim,1
1545398734,cpb,1
1545398734,cs,1
1545398734,csv,1
1545398734,ctas,1
1545398734,dwt,1
1545398734,gef,1
1545398734,gnl,1
1545398734,gs,1
1545398734,gwph,1
1545398734,hpe,1
1545398734,huya,1
1545398734,ibm,1
1545398734,immu,1
1545398734,ions,1
1545398734,ipo,1
1545398734,kmx,1
1545398734,lmt,1
1545398734,lrcx,1
1545398734,mdb,1
1545398734,nke,1
1545398734,ntes,1
1545398734,ocfc,1
1545398734,pe,1
1545398734,rtn,1
1545398734,sf,1
1545398734,skyw,1
1545398734,swir,1
1545398734,thrm,1
1545398734,trx,1
1545398734,ty,1
1545398734,ty,1
1545398734,ubs,1
1545398734,ung,1
1545398734,wes,1
1545398734,znga,1
1545395449,cbd,1
1545365422,ter,1
1545359841,aapl,1
1545356693,qqq,1
1545356693,vti,1
1545348861,amd,1
1545338856,ll,1
1545338856,rh,1
1545337749,ll,1
1545331082,aimt,1
1545331082,cde,1
1545331082,dbv,1
1545331082,dbvt,1
1545331082,fsm,1
1545331082,gfi,1
1545331082,grts,1
1545331082,gthx,1
1545331082,immu,1
1545331082,revg,1
1545331082,sppi,1
1545331082,tlry,1
1545277867,sqqq,1
1545276027,ft,1
1545276027,ig,1
1545265104,wmt,1
1545235990,abm,1
1545235990,agm,1
1545235990,agmh,1
1545235990,cbb,1
1545235990,fdx,1
1545235990,fts,1
1545235990,ftsi,1
1545235990,gsk,1
1545235990,gsk,1
1545235990,ipo,1
1545235990,myov,1
1545235990,pfe,1
1545235990,pm,1
1545235990,prth,1
1545235990,rcii,1
1545235990,tk,1
1545235990,wgo,1
1545225926,abm,1
1545225926,acn,1
1545225926,afl,1
1545225926,amzn,1
1545225926,apog,1
1545225926,ashx,1
1545225926,axp,1
1545225926,axta,1
1545225926,bb,1
1545225926,bby,1
1545225926,bmy,1
1545225926,bmy,1
1545225926,cbs,1
1545225926,ccl,1
